idx,Syll-Type,Premise,Hypothesis,label
100808,2,Some Gabonese are not Cashiers and some Gabonese are Sea glass collectors.,Some Sea glass collectors are not Cashiers.,2
100809,2,Some Gabonese are not Chief executives and some Gabonese are Sea glass collectors.,Some Sea glass collectors are not Chief executives.,2
100810,2,Some Gabonese are not Childcare workers and some Gabonese are Sea glass collectors.,Some Sea glass collectors are not Childcare workers.,2
100811,2,Some Gabonese are not Chiropractors and some Gabonese are Sea glass collectors.,Some Sea glass collectors are not Chiropractors.,2
100812,2,Some Gabonese are not Civil engineers and some Gabonese are Sea glass collectors.,Some Sea glass collectors are not Civil engineers.,2
100813,2,Some Gabonese are not Clergys and some Gabonese are Sea glass collectors.,Some Sea glass collectors are not Clergys.,2
100814,2,Some Gabonese are not Commercial divers and some Gabonese are Sea glass collectors.,Some Sea glass collectors are not Commercial divers.,2
100815,2,Some Gambians are not Bailiffs and some Gambians are Sea glass collectors.,Some Sea glass collectors are not Bailiffs.,2
100816,2,Some Gambians are not Bakers and some Gambians are Sea glass collectors.,Some Sea glass collectors are not Bakers.,2
100817,2,Some Gambians are not Barbers and some Gambians are Sea glass collectors.,Some Sea glass collectors are not Barbers.,2
100818,2,Some Gambians are not Bartenders and some Gambians are Sea glass collectors.,Some Sea glass collectors are not Bartenders.,2
100819,2,Some Gambians are not Boilermakers and some Gambians are Sea glass collectors.,Some Sea glass collectors are not Boilermakers.,2
100820,2,Some Gambians are not Brokerage clerks and some Gambians are Sea glass collectors.,Some Sea glass collectors are not Brokerage clerks.,2
100821,2,Some Gambians are not Budget analysts and some Gambians are Sea glass collectors.,Some Sea glass collectors are not Budget analysts.,2
100822,2,Some Gambians are not Carpenters and some Gambians are Sea glass collectors.,Some Sea glass collectors are not Carpenters.,2
100823,2,Some Gambians are not Cashiers and some Gambians are Sea glass collectors.,Some Sea glass collectors are not Cashiers.,2
100824,2,Some Gambians are not Chief executives and some Gambians are Sea glass collectors.,Some Sea glass collectors are not Chief executives.,2
100825,2,Some Gambians are not Childcare workers and some Gambians are Sea glass collectors.,Some Sea glass collectors are not Childcare workers.,2
100826,2,Some Gambians are not Chiropractors and some Gambians are Sea glass collectors.,Some Sea glass collectors are not Chiropractors.,2
100827,2,Some Gambians are not Civil engineers and some Gambians are Sea glass collectors.,Some Sea glass collectors are not Civil engineers.,2
100828,2,Some Gambians are not Clergys and some Gambians are Sea glass collectors.,Some Sea glass collectors are not Clergys.,2
100829,2,Some Gambians are not Commercial divers and some Gambians are Sea glass collectors.,Some Sea glass collectors are not Commercial divers.,2
100830,2,Some Georgians are not Bailiffs and some Georgians are Sea glass collectors.,Some Sea glass collectors are not Bailiffs.,2
100831,2,Some Georgians are not Bakers and some Georgians are Sea glass collectors.,Some Sea glass collectors are not Bakers.,2
100832,2,Some Georgians are not Barbers and some Georgians are Sea glass collectors.,Some Sea glass collectors are not Barbers.,2
100833,2,Some Georgians are not Bartenders and some Georgians are Sea glass collectors.,Some Sea glass collectors are not Bartenders.,2
100834,2,Some Georgians are not Boilermakers and some Georgians are Sea glass collectors.,Some Sea glass collectors are not Boilermakers.,2
100835,2,Some Georgians are not Brokerage clerks and some Georgians are Sea glass collectors.,Some Sea glass collectors are not Brokerage clerks.,2
100836,2,Some Georgians are not Budget analysts and some Georgians are Sea glass collectors.,Some Sea glass collectors are not Budget analysts.,2
100837,2,Some Georgians are not Carpenters and some Georgians are Sea glass collectors.,Some Sea glass collectors are not Carpenters.,2
100838,2,Some Georgians are not Cashiers and some Georgians are Sea glass collectors.,Some Sea glass collectors are not Cashiers.,2
100839,2,Some Georgians are not Chief executives and some Georgians are Sea glass collectors.,Some Sea glass collectors are not Chief executives.,2
100840,2,Some Georgians are not Childcare workers and some Georgians are Sea glass collectors.,Some Sea glass collectors are not Childcare workers.,2
100841,2,Some Georgians are not Chiropractors and some Georgians are Sea glass collectors.,Some Sea glass collectors are not Chiropractors.,2
100842,2,Some Georgians are not Civil engineers and some Georgians are Sea glass collectors.,Some Sea glass collectors are not Civil engineers.,2
100843,2,Some Georgians are not Clergys and some Georgians are Sea glass collectors.,Some Sea glass collectors are not Clergys.,2
100844,2,Some Georgians are not Commercial divers and some Georgians are Sea glass collectors.,Some Sea glass collectors are not Commercial divers.,2
100845,2,Some Germans are not Bailiffs and some Germans are Sea glass collectors.,Some Sea glass collectors are not Bailiffs.,2
100846,2,Some Germans are not Bakers and some Germans are Sea glass collectors.,Some Sea glass collectors are not Bakers.,2
100847,2,Some Germans are not Barbers and some Germans are Sea glass collectors.,Some Sea glass collectors are not Barbers.,2
100848,2,Some Germans are not Bartenders and some Germans are Sea glass collectors.,Some Sea glass collectors are not Bartenders.,2
100849,2,Some Germans are not Boilermakers and some Germans are Sea glass collectors.,Some Sea glass collectors are not Boilermakers.,2
100850,2,Some Germans are not Brokerage clerks and some Germans are Sea glass collectors.,Some Sea glass collectors are not Brokerage clerks.,2
100851,2,Some Germans are not Budget analysts and some Germans are Sea glass collectors.,Some Sea glass collectors are not Budget analysts.,2
100852,2,Some Germans are not Carpenters and some Germans are Sea glass collectors.,Some Sea glass collectors are not Carpenters.,2
100853,2,Some Germans are not Cashiers and some Germans are Sea glass collectors.,Some Sea glass collectors are not Cashiers.,2
100854,2,Some Germans are not Chief executives and some Germans are Sea glass collectors.,Some Sea glass collectors are not Chief executives.,2
100855,2,Some Germans are not Childcare workers and some Germans are Sea glass collectors.,Some Sea glass collectors are not Childcare workers.,2
100856,2,Some Germans are not Chiropractors and some Germans are Sea glass collectors.,Some Sea glass collectors are not Chiropractors.,2
100857,2,Some Germans are not Civil engineers and some Germans are Sea glass collectors.,Some Sea glass collectors are not Civil engineers.,2
100858,2,Some Germans are not Clergys and some Germans are Sea glass collectors.,Some Sea glass collectors are not Clergys.,2
100859,2,Some Germans are not Commercial divers and some Germans are Sea glass collectors.,Some Sea glass collectors are not Commercial divers.,2
100860,2,Some Ghanaians are not Bailiffs and some Ghanaians are Sea glass collectors.,Some Sea glass collectors are not Bailiffs.,2
100861,2,Some Ghanaians are not Bakers and some Ghanaians are Sea glass collectors.,Some Sea glass collectors are not Bakers.,2
100862,2,Some Ghanaians are not Barbers and some Ghanaians are Sea glass collectors.,Some Sea glass collectors are not Barbers.,2
100863,2,Some Ghanaians are not Bartenders and some Ghanaians are Sea glass collectors.,Some Sea glass collectors are not Bartenders.,2
100864,2,Some Ghanaians are not Boilermakers and some Ghanaians are Sea glass collectors.,Some Sea glass collectors are not Boilermakers.,2
100865,2,Some Ghanaians are not Brokerage clerks and some Ghanaians are Sea glass collectors.,Some Sea glass collectors are not Brokerage clerks.,2
100866,2,Some Ghanaians are not Budget analysts and some Ghanaians are Sea glass collectors.,Some Sea glass collectors are not Budget analysts.,2
100867,2,Some Ghanaians are not Carpenters and some Ghanaians are Sea glass collectors.,Some Sea glass collectors are not Carpenters.,2
100868,2,Some Ghanaians are not Cashiers and some Ghanaians are Sea glass collectors.,Some Sea glass collectors are not Cashiers.,2
100869,2,Some Ghanaians are not Chief executives and some Ghanaians are Sea glass collectors.,Some Sea glass collectors are not Chief executives.,2
100870,2,Some Ghanaians are not Childcare workers and some Ghanaians are Sea glass collectors.,Some Sea glass collectors are not Childcare workers.,2
100871,2,Some Ghanaians are not Chiropractors and some Ghanaians are Sea glass collectors.,Some Sea glass collectors are not Chiropractors.,2
100872,2,Some Ghanaians are not Civil engineers and some Ghanaians are Sea glass collectors.,Some Sea glass collectors are not Civil engineers.,2
100873,2,Some Ghanaians are not Clergys and some Ghanaians are Sea glass collectors.,Some Sea glass collectors are not Clergys.,2
100874,2,Some Ghanaians are not Commercial divers and some Ghanaians are Sea glass collectors.,Some Sea glass collectors are not Commercial divers.,2
100875,2,Some Gibraltarians are not Bailiffs and some Gibraltarians are Sea glass collectors.,Some Sea glass collectors are not Bailiffs.,2
100876,2,Some Gibraltarians are not Bakers and some Gibraltarians are Sea glass collectors.,Some Sea glass collectors are not Bakers.,2
100877,2,Some Gibraltarians are not Barbers and some Gibraltarians are Sea glass collectors.,Some Sea glass collectors are not Barbers.,2
100878,2,Some Gibraltarians are not Bartenders and some Gibraltarians are Sea glass collectors.,Some Sea glass collectors are not Bartenders.,2
100879,2,Some Gibraltarians are not Boilermakers and some Gibraltarians are Sea glass collectors.,Some Sea glass collectors are not Boilermakers.,2
100880,2,Some Gibraltarians are not Brokerage clerks and some Gibraltarians are Sea glass collectors.,Some Sea glass collectors are not Brokerage clerks.,2
100881,2,Some Gibraltarians are not Budget analysts and some Gibraltarians are Sea glass collectors.,Some Sea glass collectors are not Budget analysts.,2
100882,2,Some Gibraltarians are not Carpenters and some Gibraltarians are Sea glass collectors.,Some Sea glass collectors are not Carpenters.,2
100883,2,Some Gibraltarians are not Cashiers and some Gibraltarians are Sea glass collectors.,Some Sea glass collectors are not Cashiers.,2
100884,2,Some Gibraltarians are not Chief executives and some Gibraltarians are Sea glass collectors.,Some Sea glass collectors are not Chief executives.,2
100885,2,Some Gibraltarians are not Childcare workers and some Gibraltarians are Sea glass collectors.,Some Sea glass collectors are not Childcare workers.,2
100886,2,Some Gibraltarians are not Chiropractors and some Gibraltarians are Sea glass collectors.,Some Sea glass collectors are not Chiropractors.,2
100887,2,Some Gibraltarians are not Civil engineers and some Gibraltarians are Sea glass collectors.,Some Sea glass collectors are not Civil engineers.,2
100888,2,Some Gibraltarians are not Clergys and some Gibraltarians are Sea glass collectors.,Some Sea glass collectors are not Clergys.,2
100889,2,Some Gibraltarians are not Commercial divers and some Gibraltarians are Sea glass collectors.,Some Sea glass collectors are not Commercial divers.,2
100890,2,Some Greeks are not Bailiffs and some Greeks are Sea glass collectors.,Some Sea glass collectors are not Bailiffs.,2
100891,2,Some Greeks are not Bakers and some Greeks are Sea glass collectors.,Some Sea glass collectors are not Bakers.,2
